Time,Kinetic Energy,Potential Energy,Total Energy
0,0,49,49
0.01,0.004802,48.9904,48.9952
0.02,0.019208,48.97119,48.9904
0.03,0.04321799,48.94238,48.9856
0.04,0.07683197,48.90397,48.9808
0.05,0.1200499,48.85596,48.97601
0.06,0.1728716,48.79834,48.97121
0.07,0.235297,48.73112,48.96642
0.08,0.3073257,48.65429,48.96162
0.09,0.3889572,48.56787,48.95683
0.1,0.480191,48.47184,48.95203
0.11,0.581026,48.36622,48.94724
0.12,0.6914608,48.25099,48.94245
0.13,0.8114941,48.12617,48.93766
0.14,0.9411233,47.99175,48.93288
0.15,1.080346,47.84774,48.92809
0.16,1.229159,47.69415,48.92331
0.17,1.387557,47.53096,48.91851
0.18,1.555536,47.35819,48.91373
0.19,1.73309,47.17585,48.90894
0.2,1.920213,46.98394,48.90415
0.21,2.116894,46.78248,48.89938
0.22,2.323127,46.57148,48.8946
0.23,2.538898,46.35095,48.88985
0.24,2.764196,46.12089,48.88509
0.25,2.999006,45.88134,48.88034
0.26,3.243312,45.6323,48.87561
0.27,3.497096,45.37379,48.87089
0.28,3.760338,45.10584,48.86618
0.29,4.033013,44.82846,48.86148
0.3,4.315097,44.54168,48.85678
0.31,4.606561,44.24554,48.8521
0.32,4.907375,43.94006,48.84744
0.33,5.217504,43.62529,48.8428
0.34,5.53691,43.30125,48.83817
0.35,5.865551,42.96801,48.83356
0.36,6.203384,42.62559,48.82897
0.37,6.550359,42.27407,48.82442
0.38,6.906424,41.91349,48.81992
0.39,7.271519,41.54391,48.81543
0.4,7.645584,41.16539,48.81097
0.41,8.028551,40.778,48.80656
0.42,8.420349,40.38183,48.80218
0.43,8.820899,39.97693,48.79783
0.44,9.230121,39.56341,48.79353
0.45,9.647923,39.14136,48.78928
0.46,10.07421,38.71087,48.78508
0.47,10.50889,38.27203,48.78092
0.48,10.95184,37.82498,48.77682
0.49,11.40296,37.36983,48.77279
0.5,11.86212,36.90671,48.76883
0.51,12.3292,36.43572,48.76492
0.52,12.80406,35.95703,48.76109
0.53,13.28655,35.47078,48.75733
0.54,13.77653,34.97713,48.75366
