Time,Kinetic Energy,Potential Energy,Total Energy
0,0,49,49
0.05,0.12005,48.87995,49
0.1,0.4801929,48.51981,49
0.15,1.080353,47.91964,49
0.2,1.92023,47.07975,48.99998
0.25,2.99904,46.00092,48.99996
0.3,4.315153,44.68475,48.9999
0.35,5.865639,43.13418,48.99982
0.4,7.64571,41.35395,48.99966
0.45,9.648095,39.35135,48.99945
0.5,11.86234,37.1368,48.99915
0.55,14.2741,34.72464,48.99874
0.6,16.8644,32.13381,48.99821
0.65,19.60898,29.38855,48.99753
0.7,22.47778,26.51893,48.99671
0.75,25.43453,23.5612,48.99573
0.8,28.43674,20.55785,48.99459
0.85,31.43589,17.55743,48.99332
0.9,34.37817,14.61378,48.99195
0.95,37.20555,11.78497,48.99053
1,39.85743,9.131667,48.98909
1.05,42.27261,6.715121,48.98773
1.1,44.39173,4.594755,48.98649
1.15,46.15985,2.825597,48.98545
1.2,47.52907,1.455598,48.98466
1.25,48.46102,0.5231911,48.98421
1.3,48.92896,0.05516784,48.98412
1.35,48.91925,0.06517406,48.98442
1.4,48.43219,0.552925,48.98512
1.45,47.48195,1.504219,48.98617
1.5,46.09578,2.891761,48.98754
1.55,44.31248,4.676692,48.98917
1.6,42.18029,6.810716,48.991
1.65,39.75436,9.238575,48.99294
1.7,37.09422,11.9007,48.99492
1.75,34.26104,14.73583,48.99686
1.8,31.31538,17.68334,48.99872
1.85,28.31511,20.68533,49.00044
1.9,25.31388,23.68813,49.00201
1.95,22.35993,26.64346,49.00339
2,19.49554,29.50904,49.00457
2.05,16.75668,32.24887,49.00555
2.1,14.17321,34.83315,49.00635
2.15,11.76913,37.23786,49.00699
2.2,9.56322,39.44426,49.00748
2.25,7.569657,41.43818,49.00783
2.3,5.798748,43.20934,49.00808
2.35,4.257649,44.75061,49.00826
2.4,2.951061,46.0573,49.00837
2.45,1.881854,47.12658,49.00843
2.5,1.051613,47.95685,49.00846
2.55,0.4610989,48.54737,49.00847
2.6,0.1106013,48.89787,49.00846
2.65,0.0001935904,49.00827,49.00846
2.7,0.1298853,48.87857,49.00845
2.75,0.4996692,48.50878,49.00845
2.8,1.109465,47.89899,49.00845
2.85,1.958962,47.04948,49.00845
2.9,3.047352,45.96108,49.00843
2.95,4.372968,44.63543,49.0084
3,5.932817,43.07549,49.0083
3.05,7.722034,41.28613,49.00816
3.1,9.733233,39.27471,49.00794
3.15,11.95583,37.0518,49.00763
3.2,14.37531,34.6319,49.00721
3.25,16.97251,32.03416,49.00666
3.3,19.72294,29.28304,49.00598
3.35,22.59632,26.40884,49.00516
3.4,25.55612,23.44806,49.00418
3.45,28.55961,20.44345,49.00305
3.5,31.55804,17.44376,49.00179
3.55,34.49739,14.50304,49.00043
3.6,37.31951,11.67949,48.999
3.65,39.9637,9.033866,48.99757
3.7,42.3688,6.627397,48.99619
3.75,44.47554,4.51941,48.99495
3.8,46.2292,2.764713,48.99392
3.85,47.5822,1.410944,48.99315
3.9,48.49659,0.4961185,48.99271
3.95,48.9461,0.04654225,48.99264
4,48.91763,0.07533365,48.99296
4.05,48.41201,0.5816565,48.99366
4.1,47.44396,1.550776,48.99474
4.15,46.04122,2.954898,48.99612
4.2,44.24302,4.754753,48.99777
4.25,42.0979,6.901704,48.9996
4.3,39.66128,9.340269,49.00155
4.35,36.99277,12.01076,49.00353
4.4,34.15362,14.85185,49.00547
4.45,31.20431,17.80303,49.00733
4.5,28.20257,20.80648,49.00905
4.55,25.20186,23.80874,49.0106
4.6,22.25023,26.76174,49.01198
