Time,Kinetic Energy,Potential Energy,Total Energy
0,0,49,49
0.3,4.321801,40.40115,44.72295
0.6,17.01998,24.37856,41.39853
0.9,35.08096,7.016602,42.09756
1.2,48.92839,0.06567013,48.99406
1.5,47.43476,9.585939,57.0207
1.8,31.94686,27.46588,59.41274
2.1,14.32452,42.46035,56.78487
2.4,2.973829,49.61079,52.58461
2.7,0.1254955,48.13794,48.26344
3,5.918641,38.1143,44.03294
3.3,19.88955,21.2335,41.12305
3.6,38.1019,4.763157,42.86506
3.9,49.93904,0.5878682,50.52691
4.2,45.50445,12.40321,57.90765
4.5,28.76503,30.44983,59.21486
4.8,11.82769,44.28198,56.10966
5.1,1.876641,49.97038,51.84702
5.4,0.5020872,47.02486,47.52695
5.7,7.760601,35.61398,43.37458
6,22.90199,18.0836,40.98559
6.3,40.94032,2.888885,43.8292
6.6,50.43448,1.615617,52.05009
6.9,43.19504,15.39899,58.59403
7.2,25.59518,33.2922,58.88737
7.5,9.548013,45.85958,55.40759
7.8,1.030968,50.07902,51.10999
8.1,1.13002,45.66187,46.79189
8.4,9.841325,32.91952,42.76085
8.7,26.01866,14.98835,41.00701
9,43.52528,1.449053,44.97433
9.3,50.39863,3.116696,53.51532
9.6,40.57193,18.50525,59.07718
9.9,22.49002,35.96189,58.45191
10.2,7.498917,47.18909,54.688
10.5,0.4368431,49.93667,50.37352
10.8,2.009514,44.05121,46.06073
11.1,12.15106,30.05619,42.20725
11.4,29.19333,12.01258,41.20591
11.7,45.78739,0.4877246,46.27511
12,49.83264,5.045358,54.87799
12.3,37.70489,21.65782,59.36271
12.6,19.49473,38.43453,57.92926
12.9,5.689618,48.26846,53.95808
13.2,0.09402172,49.54333,49.63736
13.5,3.140468,42.19723,45.3377
13.8,14.67578,27.05599,41.73177
14.1,32.37234,9.224638,41.59698
14.4,47.66214,0.0351182,47.69725
14.7,48.75489,7.34506,56.09995
15,34.66481,24.79801,59.46282
15.3,16.64695,40.69148,57.33842
15.6,4.126083,49.09676,53.22284
15.9,0.002267074,48.89878,48.90105
16.2,4.522017,40.10679,44.62881
16.5,17.39617,23.95814,41.35431
16.8,35.49509,6.69391,42.189
17.1,49.09324,0.1056768,49.19892
17.4,47.19961,9.951695,57.1513
17.7,31.52065,27.87388,59.39452
18,13.97695,42.71921,56.69616
18.3,2.811759,49.67377,52.48553
18.6,0.1614974,48.00298,48.16448
18.9,6.152042,37.79038,43.94242
19.2,20.28687,20.80927,41.09614
19.5,38.49557,4.487922,42.9835
19.8,50.03619,0.6971376,50.73332
