Time,Kinetic Energy,Potential Energy,Total Energy
0,0,49,49
0.3,4.321801,44.6838,49.0056
0.6,16.9544,32.08496,49.03936
0.9,34.65556,14.37865,49.03421
1.2,47.83611,1.22678,49.06289
1.5,45.95171,3.536381,49.48809
1.8,30.70345,19.4923,50.19576
2.1,13.60027,37.04392,50.64419
2.4,2.698369,48.06419,50.76256
2.7,0.1836316,50.57273,50.75636
3,6.284406,44.47816,50.76256
3.3,20.55096,30.23704,50.788
3.6,38.8657,11.89467,50.76037
3.9,50.43818,0.3829478,50.82113
4.2,45.61621,5.731728,51.34793
4.5,28.71407,23.36446,52.07852
4.8,11.82008,40.65938,52.47947
5.1,1.909563,50.65414,52.5637
5.4,0.468679,52.0786,52.54728
5.7,7.625495,44.92564,52.55114
6,22.89385,29.67254,52.56639
6.3,41.67379,10.84636,52.52014
6.6,52.46141,0.1384091,52.59982
6.9,46.06615,7.125101,53.19125
7.2,28.20596,25.73856,53.94453
7.5,11.27371,43.0548,54.3285
7.8,1.690633,52.70702,54.39766
8.1,0.5741588,53.79959,54.37375
8.4,8.014754,46.35708,54.37184
8.7,23.65615,30.72228,54.37843
9,42.98275,11.33408,54.31683
9.3,54.22335,0.1617779,54.38512
9.6,47.75463,7.244372,54.999
9.9,29.41259,26.37837,55.79096
10.2,11.98577,44.20935,56.19512
10.5,1.982469,54.28475,56.26722
10.8,0.4070922,55.83032,56.23741
11.1,7.306036,48.92021,56.22624
11.4,22.60294,33.62425,56.22719
11.7,42.52191,13.63381,56.15572
12,55.62435,0.5509047,56.17525
12.3,50.85218,5.903475,56.75565
12.6,32.59943,25.00521,57.60464
12.9,14.1695,43.90539,58.07488
13.2,2.941106,55.23177,58.17287
13.5,0.1004773,58.04033,58.14081
13.8,5.59311,52.52383,58.11694
14.1,19.64778,38.46606,58.11385
14.4,39.81394,18.23013,58.04407
14.7,55.97294,2.015663,57.9886
15,55.10202,3.352212,58.45423
15.3,38.0625,21.29414,59.35664
15.6,18.2826,41.66792,59.95052
15.9,4.981958,55.12897,60.11093
16.2,0.04510557,60.04187,60.08698
16.5,3.271241,56.7769,60.04814
16.8,15.01065,45.02726,60.03791
17.1,34.38317,25.60173,59.9849
17.4,53.91452,5.94977,59.8643
17.7,59.43448,0.6836956,60.11818
18,45.90546,15.09854,61.004
18.3,25.03946,36.74216,61.78162
18.6,8.841072,53.22628,62.06735
18.9,0.9166394,61.16016,62.0768
19.2,1.065425,60.9606,62.02603
19.5,9.403638,52.59672,62.00036
19.8,26.26106,35.70845,61.96951
