Time,Kinetic Energy,Potential Energy,Total Energy
0,0,49,49
0.01,0.004802,49,49.0048
0.02,0.019208,48.9904,49.00961
0.03,0.043218,48.97119,49.01441
0.04,0.076832,48.94238,49.01921
0.05,0.12005,48.90397,49.02402
0.06,0.1728719,48.85596,49.02883
0.07,0.2352975,48.79834,49.03363
0.08,0.3073269,48.73112,49.03844
0.09,0.3889594,48.65429,49.04325
0.1,0.4801947,48.56787,49.04807
0.11,0.5810321,48.47184,49.05288
0.12,0.6914705,48.36622,49.05769
0.13,0.8115085,48.25099,49.0625
0.14,0.9411445,48.12617,49.06731
0.15,1.080376,47.99175,49.07213
0.16,1.229201,47.84774,49.07695
0.17,1.387615,47.69415,49.08176
0.18,1.555614,47.53096,49.08657
0.19,1.733193,47.35819,49.09138
0.2,1.920345,47.17585,49.09619
0.21,2.117065,46.98394,49.101
0.22,2.323343,46.78246,49.1058
0.23,2.539169,46.57145,49.11062
0.24,2.764533,46.35091,49.11544
0.25,2.99942,46.12085,49.12027
0.26,3.243818,45.88127,49.12508
0.27,3.497709,45.63221,49.12991
0.28,3.761074,45.37368,49.13475
0.29,4.033893,45.10568,49.13958
0.3,4.316142,44.82828,49.14442
0.31,4.607794,44.54147,49.14927
0.32,4.908823,44.24528,49.1541
0.33,5.219195,43.93976,49.15896
0.34,5.538876,43.62494,49.16382
0.35,5.867828,43.30086,49.16869
0.36,6.206009,42.96754,49.17355
0.37,6.553372,42.62506,49.17843
0.38,6.90987,42.27345,49.18332
0.39,7.275446,41.91277,49.18822
0.4,7.650044,41.5431,49.19314
0.41,8.0336,41.16447,49.19807
0.42,8.426046,40.77697,49.20301
0.43,8.827311,40.38065,49.20796
0.44,9.237314,39.97562,49.21294
0.45,9.655972,39.56194,49.21791
0.46,10.0832,39.13971,49.22291
0.47,10.51889,38.70904,49.22793
0.48,10.96295,38.27,49.23296
0.49,11.41527,37.82273,49.238
0.5,11.87574,37.36734,49.24307
0.51,12.34422,36.90395,49.24817
0.52,12.8206,36.43269,49.25329
0.53,13.30473,35.95369,49.25842
0.54,13.79647,35.46712,49.26359
0.55,14.29567,34.97312,49.26879
0.56,14.80216,34.47185,49.27401
0.57,15.31578,33.96349,49.27927
0.58,15.83635,33.44819,49.28455
0.59,16.36369,32.92617,49.28986
0.6,16.89758,32.39761,49.2952
0.61,17.43785,31.86274,49.30058
0.62,17.98425,31.32174,49.306
0.63,18.53659,30.77487,49.31145
0.64,19.09462,30.22235,49.31696
0.65,19.6581,29.66441,49.3225
0.66,20.22677,29.10133,49.3281
0.67,20.80038,28.53336,49.33374
0.68,21.37866,27.96076,49.33942
0.69,21.96131,27.38384,49.34515
0.7,22.54805,26.80289,49.35094
0.71,23.13857,26.21821,49.35678
0.72,23.73257,25.6301,49.36267
0.73,24.32971,25.0389,49.36861
0.74,24.92967,24.44495,49.37461
0.75,25.53209,23.84859,49.38068
0.76,26.13664,23.25018,49.38682
0.77,26.74294,22.65007,49.39301
0.78,27.35061,22.04864,49.39925
0.79,27.95928,21.44629,49.40557
0.8,28.56856,20.84341,49.41197
