Time,Kinetic Energy,Potential Energy,Total Energy
0,0,49,49
0.001,4.802E-05,48.99991,48.99996
0.002,0.00019208,48.99972,48.99991
0.003,0.00043218,48.99944,48.99987
0.004,0.00076832,48.99907,48.99983
0.005,0.0012005,48.99857,48.99977
0.006,0.00172872,48.99799,48.99972
0.007,0.00235298,48.99731,48.99967
0.008,0.00307328,48.99654,48.99962
0.009,0.00388962,48.99568,48.99957
0.01,0.004802,48.99472,48.99952
0.011,0.00581042,48.99367,48.99948
0.012,0.00691488,48.99252,48.99944
0.013,0.00811538,48.99128,48.9994
0.014,0.00941192,48.98993,48.99934
0.015,0.0108045,48.98848,48.99928
0.016,0.01229312,48.98694,48.99923
0.017,0.01387778,48.9853,48.99918
0.018,0.01555848,48.98357,48.99913
0.019,0.01733522,48.98175,48.99908
0.02,0.01920799,48.97984,48.99904
0.021,0.02117681,48.97783,48.999
0.022,0.02324167,48.97572,48.99897
0.023,0.02540257,48.9735,48.99891
0.024,0.0276595,48.97119,48.99885
0.025,0.03001248,48.96878,48.9988
0.026,0.0324615,48.96629,48.99875
0.027,0.03500655,48.96369,48.9987
0.028,0.03764765,48.961,48.99865
0.029,0.04038479,48.95823,48.99861
0.03,0.04321796,48.95535,48.99857
0.031,0.04614718,48.95238,48.99853
0.032,0.04917243,48.9493,48.99847
0.033,0.05229374,48.94612,48.99841
0.034,0.05551108,48.94285,48.99836
0.035,0.05882446,48.93948,48.99831
0.036,0.06223388,48.93603,48.99826
0.037,0.06573934,48.93248,48.99821
0.038,0.06934085,48.92883,48.99817
0.039,0.07303838,48.92509,48.99813
0.04,0.07683194,48.92126,48.99809
0.041,0.08072155,48.91731,48.99804
0.042,0.0847072,48.91327,48.99797
0.043,0.08878888,48.90913,48.99792
0.044,0.09296661,48.9049,48.99787
0.045,0.09724037,48.90058,48.99782
0.046,0.1016102,48.89617,48.99778
0.047,0.106076,48.89165,48.99773
0.048,0.1106379,48.88705,48.99769
0.049,0.1152958,48.88236,48.99765
0.05,0.1200498,48.87754,48.99759
0.051,0.1248998,48.87264,48.99754
0.052,0.1298458,48.86764,48.99748
0.053,0.1348879,48.86255,48.99743
0.054,0.140026,48.85736,48.99738
0.055,0.1452602,48.85208,48.99734
0.056,0.1505904,48.8467,48.99729
0.057,0.1560166,48.84124,48.99725
0.058,0.1615389,48.83567,48.99721
0.059,0.1671572,48.83,48.99715
0.06,0.1728715,48.82423,48.9971
0.061,0.1786819,48.81836,48.99704
0.062,0.1845883,48.8124,48.99699
0.063,0.1905907,48.80635,48.99694
0.064,0.1966892,48.80021,48.99689
0.065,0.2028837,48.79397,48.99685
0.066,0.2091743,48.78764,48.99681
0.067,0.2155609,48.78121,48.99677
0.068,0.2220435,48.77467,48.99671
0.069,0.2286221,48.76803,48.99665
0.07,0.2352968,48.7613,48.9966
0.071,0.2420675,48.75448,48.99655
0.072,0.2489343,48.74757,48.9965
0.073,0.2558971,48.74055,48.99645
0.074,0.262956,48.73345,48.99641
0.075,0.2701108,48.72626,48.99637
0.076,0.2773617,48.71897,48.99633
0.077,0.2847086,48.71156,48.99627
0.078,0.2921515,48.70406,48.99621
0.079,0.2996905,48.69647,48.99616
0.08,0.3073255,48.68878,48.99611
0.081,0.3150565,48.681,48.99606
0.082,0.3228836,48.67313,48.99601
0.083,0.3308067,48.66516,48.99596
0.084,0.3388258,48.6571,48.99592
0.085,0.3469409,48.64894,48.99588
0.086,0.3551521,48.6407,48.99585
0.087,0.3634593,48.63233,48.99579
0.088,0.3718625,48.62387,48.99574
0.089,0.3803618,48.61532,48.99569
0.09,0.388957,48.60668,48.99564
0.091,0.3976483,48.59794,48.99559
0.092,0.4064356,48.58911,48.99554
0.093,0.415319,48.58018,48.9955
0.094,0.4242983,48.57116,48.99546
0.095,0.4333737,48.56205,48.99543
0.096,0.442545,48.55282,48.99537
0.097,0.4518124,48.5435,48.99532
0.098,0.4611759,48.53408,48.99526
0.099,0.4706353,48.52458,48.99521
0.1,0.4801907,48.51497,48.99516
0.101,0.4898421,48.50528,48.99512
0.102,0.4995897,48.49549,48.99508
0.103,0.5094331,48.48561,48.99504
0.104,0.5193726,48.47563,48.995
0.105,0.529408,48.46553,48.99494
0.106,0.5395396,48.45535,48.99489
0.107,0.5497671,48.44507,48.99483
0.108,0.5600906,48.4347,48.99479
0.109,0.5705101,48.42423,48.99474
0.11,0.5810256,48.41367,48.99469
0.111,0.5916371,48.40302,48.99465
0.112,0.6023446,48.39227,48.99461
0.113,0.6131482,48.38143,48.99458
0.114,0.6240476,48.37047,48.99452
0.115,0.6350432,48.35942,48.99446
0.116,0.6461347,48.34827,48.99441
0.117,0.6573222,48.33704,48.99436
0.118,0.6686056,48.32571,48.99431
0.119,0.679985,48.31428,48.99427
0.12,0.6914605,48.30276,48.99422
0.121,0.7030319,48.29115,48.99419
0.122,0.7146993,48.27945,48.99415
0.123,0.7264627,48.26763,48.99409
0.124,0.7383221,48.25571,48.99404
0.125,0.7502774,48.24371,48.99398
0.126,0.7623287,48.2316,48.99393
0.127,0.774476,48.21941,48.99388
0.128,0.7867191,48.20712,48.99384
0.129,0.7990583,48.19474,48.99379
0.13,0.8114935,48.18226,48.99376
0.131,0.8240247,48.16969,48.99372
0.132,0.8366518,48.15701,48.99366
0.133,0.8493748,48.14423,48.99361
0.134,0.8621939,48.13136,48.99355
0.135,0.8751088,48.11839,48.9935
0.136,0.8881196,48.10534,48.99345
0.137,0.9012265,48.09218,48.99341
0.138,0.9144292,48.07893,48.99336
0.139,0.9277279,48.0656,48.99332
0.14,0.9411227,48.05216,48.99329
0.141,0.9546131,48.03862,48.99323
0.142,0.9681997,48.02497,48.99317
0.143,0.9818822,48.01124,48.99312
0.144,0.9956605,47.99741,48.99306
0.145,1.009535,47.98349,48.99302
0.146,1.023505,47.96947,48.99297
0.147,1.037571,47.95536,48.99293
0.148,1.051733,47.94116,48.99289
0.149,1.065991,47.92686,48.99285
0.15,1.080345,47.91245,48.99279
0.151,1.094795,47.89794,48.99274
0.152,1.10934,47.88334,48.99268
0.153,1.123982,47.86865,48.99263
0.154,1.138719,47.85386,48.99258
0.155,1.153553,47.83899,48.99254
0.156,1.168482,47.82401,48.99249
0.157,1.183507,47.80894,48.99245
0.158,1.198628,47.79379,48.99241
0.159,1.213845,47.77851,48.99236
0.16,1.229157,47.76314,48.9923
0.161,1.244566,47.74768,48.99224
0.162,1.26007,47.73212,48.99219
0.163,1.275671,47.71647,48.99214
0.164,1.291367,47.70073,48.9921
0.165,1.307159,47.68489,48.99205
0.166,1.323046,47.66896,48.99201
0.167,1.33903,47.65294,48.99197
0.168,1.355109,47.63683,48.99194
0.169,1.371284,47.62059,48.99188
0.17,1.387556,47.60427,48.99183
0.171,1.403922,47.58785,48.99177
0.172,1.420385,47.57134,48.99172
0.173,1.436944,47.55473,48.99168
0.174,1.453598,47.53803,48.99163
0.175,1.470348,47.52124,48.99159
0.176,1.487194,47.50436,48.99155
0.177,1.504135,47.48738,48.99151
0.178,1.521172,47.47028,48.99146
0.179,1.538306,47.45309,48.9914
0.18,1.555534,47.43581,48.99135
0.181,1.572859,47.41844,48.9913
0.182,1.590279,47.40097,48.99125
0.183,1.607796,47.38341,48.99121
0.184,1.625407,47.36576,48.99117
0.185,1.643115,47.34801,48.99113
0.186,1.660918,47.33017,48.99109
0.187,1.678817,47.31221,48.99103
0.188,1.696812,47.29416,48.99097
0.189,1.714902,47.27602,48.99092
0.19,1.733088,47.25778,48.99087
0.191,1.75137,47.23945,48.99082
0.192,1.769747,47.22103,48.99078
0.193,1.78822,47.20251,48.99073
0.194,1.806789,47.1839,48.99069
0.195,1.825453,47.1652,48.99065
0.196,1.844214,47.14638,48.9906
0.197,1.863069,47.12747,48.99054
0.198,1.882021,47.10846,48.99048
0.199,1.901068,47.08937,48.99043
0.2,1.92021,47.07018,48.99039
0.201,1.939448,47.05089,48.99034
0.202,1.958782,47.03151,48.9903
0.203,1.978212,47.01204,48.99025
0.204,1.997737,46.99248,48.99022
0.205,2.017357,46.97282,48.99018
0.206,2.037073,46.95305,48.99012
0.207,2.056884,46.93318,48.99007
0.208,2.076791,46.91322,48.99001
0.209,2.096794,46.89317,48.98997
0.21,2.116892,46.87303,48.98992
0.211,2.137085,46.85279,48.98987
0.212,2.157375,46.83246,48.98983
0.213,2.177759,46.81203,48.98979
0.214,2.198239,46.79152,48.98975
0.215,2.218815,46.77088,48.9897
0.216,2.239486,46.75016,48.98964
0.217,2.260252,46.72934,48.98959
0.218,2.281114,46.70842,48.98954
0.219,2.302071,46.68742,48.98949
0.22,2.323123,46.66632,48.98944
0.221,2.344271,46.64513,48.9894
0.222,2.365515,46.62384,48.98936
0.223,2.386853,46.60247,48.98932
0.224,2.408288,46.58097,48.98926
0.225,2.429817,46.55939,48.98921
0.226,2.451442,46.53771,48.98915
0.227,2.473162,46.51594,48.9891
0.228,2.494977,46.49408,48.98905
0.229,2.516888,46.47212,48.98901
0.23,2.538894,46.45007,48.98896
0.231,2.560995,46.42792,48.98892
0.232,2.583192,46.40569,48.98888
0.233,2.605483,46.38336,48.98884
0.234,2.62787,46.36091,48.98878
0.235,2.650352,46.33838,48.98873
0.236,2.67293,46.31575,48.98868
0.237,2.695602,46.29302,48.98862
0.238,2.71837,46.27021,48.98857
0.239,2.741233,46.2473,48.98853
0.24,2.764191,46.2243,48.98849
0.241,2.787244,46.2012,48.98845
0.242,2.810392,46.17802,48.98841
0.243,2.833636,46.15474,48.98837
0.244,2.856974,46.13134,48.98832
0.245,2.880408,46.10785,48.98826
0.246,2.903936,46.08427,48.98821
0.247,2.92756,46.0606,48.98816
0.248,2.951278,46.03683,48.98811
0.249,2.975092,46.01298,48.98807
0.25,2.999,45.98903,48.98803
0.251,3.023004,45.96498,48.98798
0.252,3.047102,45.94085,48.98795
0.253,3.071295,45.9166,48.98789
0.254,3.095583,45.89225,48.98783
0.255,3.119966,45.86781,48.98778
0.256,3.144444,45.84328,48.98773
0.257,3.169017,45.81866,48.98768
0.258,3.193685,45.79395,48.98763
0.259,3.218447,45.76914,48.98759
0.26,3.243305,45.74424,48.98755
