Time,Kinetic Energy,Potential Energy,Total Energy
0,0,49,49
0.05,0.12005,49,49.12005
0.1,0.4802001,48.7599,49.2401
0.15,1.080441,48.27973,49.36017
0.2,1.920685,47.55961,49.4803
0.25,3.000587,46.59999,49.60058
0.3,4.319276,45.4019,49.72117
0.35,5.874969,43.96737,49.84234
0.4,7.664502,42.2999,49.9644
0.45,9.682749,40.40508,50.08783
0.5,11.92198,38.29121,50.21319
0.55,14.37114,35.97005,50.34119
0.6,17.0151,33.45758,50.47268
0.65,19.8339,30.77474,50.60863
0.7,22.80206,27.94804,50.7501
0.75,25.888,25.01025,50.89825
0.8,29.05363,22.00062,51.05425
0.85,32.25424,18.96503,51.21928
0.9,35.43872,15.95567,51.39439
0.95,38.55022,13.03026,51.58047
1,41.52729,10.25088,51.77817
1.05,44.30554,7.682194,51.98773
1.1,46.81978,5.389229,52.20901
1.15,49.00658,3.434788,52.44136
1.2,50.80707,1.876562,52.68363
1.25,52.16994,0.7642129,52.93416
1.3,53.0542,0.1366371,53.19083
1.35,53.43154,0.01963701,53.45118
1.4,53.28824,0.4242483,53.71249
1.45,52.6261,1.345909,53.97201
1.5,51.46247,2.76455,54.22702
1.55,49.82948,4.645621,54.4751
1.6,47.7722,6.941964,54.71416
1.65,45.34625,9.596368,54.94262
1.7,42.61488,12.54451,55.15939
1.75,39.64579,15.71815,55.36394
1.8,36.50813,19.04812,55.55624
1.85,33.26959,22.4671,55.73669
1.9,29.99412,25.91192,55.90604
1.95,26.74006,29.32525,56.06532
2,23.55893,32.65674,56.21567
2.05,20.49475,35.86362,56.35837
2.1,17.58388,38.91077,56.49464
2.15,14.85529,41.77039,56.62567
2.2,12.33109,44.42144,56.75253
2.25,10.02735,46.84884,56.87619
2.3,7.954941,49.0425,56.99744
2.35,6.120519,50.99643,57.11694
2.4,4.52742,52.70779,57.23521
2.45,3.176538,54.17614,57.35268
2.5,2.067099,55.40251,57.46961
2.55,1.197337,56.38886,57.5862
2.6,0.5650658,57.13752,57.70258
2.65,0.1681308,57.65071,57.81884
2.7,0.004760673,57.93022,57.93498
2.75,0.07381107,57.97722,58.05103
2.8,0.374911,57.79206,58.16698
2.85,0.9085119,57.37432,58.28283
2.9,1.675843,56.72281,58.39865
2.95,2.678772,55.8357,58.51448
3,3.919568,54.7109,58.63047
3.05,5.400562,53.34627,58.74683
3.1,7.123708,51.74017,58.86388
3.15,9.09003,49.892,58.98203
3.2,11.29896,47.80289,59.10185
3.25,13.74757,45.47649,59.22406
3.3,16.4297,42.9198,59.34949
3.35,19.33503,40.14419,59.47922
3.4,22.44806,37.16634,59.6144
3.45,25.74714,34.00923,59.75637
3.5,29.20358,30.70305,59.90663
3.55,32.78083,27.2859,60.06673
3.6,36.434,23.80423,60.23823
3.65,40.10975,20.31287,60.42263
3.7,43.74661,16.87467,60.62128
3.75,47.27591,13.55929,60.8352
3.8,50.62342,10.44164,61.06506
3.85,53.71158,7.599347,61.31093
3.9,56.46251,5.109792,61.5723
3.95,58.80141,3.046568,61.84798
4,60.66034,1.475669,62.13601
4.05,61.98202,0.4517595,62.43378
4.1,62.72334,0.01477309,62.73811
4.15,62.85817,0.1872295,63.0454
4.2,62.37927,0.9725562,63.35183
4.25,61.29897,2.354606,63.65357
4.3,59.6486,4.298477,63.94708
4.35,57.47671,6.752523,64.22923
4.4,54.84616,9.651384,64.49754
4.45,51.83047,12.91973,64.7502
4.5,48.50985,16.47631,64.98617
4.55,44.96706,20.23807,65.20513
4.6,41.28365,24.12376,65.40741
4.65,37.53675,28.05712,65.59387
4.7,33.79659,31.96917,65.76576
4.75,30.12476,35.79983,65.92459
4.8,26.5733,39.49869,66.07199
4.85,23.18445,43.02521,66.20966
4.9,19.99097,46.34824,66.33922
4.95,17.01688,49.44529,66.46217
5,14.27845,52.30138,66.57983
5.05,11.78541,54.90797,66.69338
5.1,9.542131,57.26166,66.80379
5.15,7.548822,59.36305,66.91187
5.2,5.80264,61.21561,67.01826
5.25,4.298674,62.82478,67.12345
5.3,3.030797,64.19701,67.22781
5.35,1.992392,65.3392,67.3316
5.4,1.176941,66.25803,67.43497
5.45,0.5784947,66.95957,67.53806
5.5,0.1920349,67.44891,67.64095
5.55,0.01374336,67.72989,67.74363
5.6,0.04118427,67.80493,67.84612
5.65,0.2734142,67.67499,67.9484
5.7,0.7110228,67.33949,68.05051
5.75,1.356109,66.79635,68.15246
5.8,2.212191,66.04209,68.25428
5.85,3.284051,65.07207,68.35612
5.9,4.577498,63.88061,68.45811
5.95,6.099061,62.46143,68.56049
6,7.855567,60.80803,68.6636
6.05,9.853636,58.91427,68.76791
6.1,12.09903,56.77494,68.87397
6.15,14.59591,54.38665,68.98255
6.2,17.3459,51.74866,69.09457
6.25,20.34712,48.86402,69.21114
6.3,23.59296,45.7406,69.33356
6.35,27.07093,42.39247,69.4634
6.4,30.76135,38.84102,69.60237
6.45,34.63611,35.11624,69.75235
6.5,38.65766,31.25767,69.91533
6.55,42.77814,27.31522,70.09335
6.6,46.93903,23.34937,70.28839
6.65,51.07135,19.43084,70.5022
6.7,55.09657,15.63955,70.73613
6.75,58.92844,12.06265,70.99109
6.8,62.47561,8.791616,71.26723
6.85,65.64529,5.918619,71.5639
6.9,68.34747,3.532036,71.8795
6.95,70.4998,1.711651,72.21146
7,72.03246,0.5238042,72.55626
7.05,72.89266,0.01697342,72.90964
7.1,73.04845,0.218257,73.26671
7.15,72.49113,1.131193,73.62233
7.2,71.23619,2.735163,73.97135
7.25,69.32248,4.986516,74.309
7.3,66.80981,7.821276,74.63109
7.35,63.77517,11.15916,74.93433
7.4,60.30787,14.90853,75.21639
7.45,56.50438,18.97158,75.47596
7.5,52.46311,23.24958,75.71269
7.55,48.27973,27.64738,75.92711
7.6,44.04322,32.07717,76.12039
7.65,39.83306,36.46121,76.29427
7.7,35.71733,40.73343,76.45076
7.75,31.75189,44.84015,76.59204
7.8,27.9804,48.73992,76.72032
7.85,24.43496,52.40273,76.83768
7.9,21.13725,55.80882,76.94608
7.95,18.09997,58.94722,77.04719
8,15.32831,61.81424,77.14255
8.05,12.82151,64.4119,77.23341
8.1,10.57431,66.74653,77.32084
8.15,8.578198,68.82745,77.40565
8.2,6.822579,70.66592,77.48849
8.25,5.29568,72.27426,77.56994
8.3,3.985342,73.66498,77.65032
8.35,2.879626,74.85035,77.72997
8.4,1.967295,75.84177,77.80907
8.45,1.238169,76.64957,77.88774
8.5,0.6833994,77.28273,77.96613
8.55,0.2956542,77.74859,78.04424
8.6,0.06925291,78.05286,78.12211
8.65,0.0002512394,78.19949,78.19974
8.7,0.08649137,78.19067,78.27716
8.75,0.3276235,78.02673,78.35435
8.8,0.7251033,77.70622,78.43133
8.85,1.282167,77.22595,78.50812
8.9,2.003783,76.58098,78.58476
8.95,2.896573,75.76475,78.66132
9,3.968703,74.7692,78.7379
9.05,5.229726,73.58495,78.81467
9.1,6.690366,72.20152,78.89189
9.15,8.362239,70.6076,78.96983
9.2,10.25747,68.79151,79.04898
9.25,12.38822,66.7416,79.12982
9.3,14.76607,64.44703,79.2131
9.35,17.40124,61.89843,79.29967
9.4,20.30171,59.08888,79.39059
9.45,23.4721,56.01506,79.48715
9.5,26.91238,52.67851,79.59088
9.55,30.61651,49.08707,79.70358
9.6,34.57088,45.25641,79.82729
9.65,38.75274,41.21152,79.96426
9.7,43.12874,36.98821,80.11694
9.75,47.65359,32.6343,80.28789
9.8,52.26918,28.21044,80.47963
9.85,56.90431,23.79024,80.69455
9.9,61.47505,19.45958,80.93463
9.95,65.88636,15.31498,81.20135
10,70.03461,11.46072,81.49532
10.05,73.81142,8.004794,81.81621
10.1,77.10851,5.053953,82.16246
10.15,79.82351,2.707775,82.53128
10.2,81.86604,1.052578,82.91862
10.25,83.16373,0.1554999,83.31923
10.3,83.66754,0.05948549,83.72703
10.35,83.3556,0.779754,84.13535
10.4,82.23519,2.302205,84.5374
10.45,80.34266,4.584043,84.9267
10.5,77.74092,7.55655,85.29747
10.55,74.5153,11.12967,85.64497
10.6,70.76773,15.19799,85.96572
10.65,66.61032,19.64729,86.25761
10.7,62.15869,24.36114,86.51983
10.75,57.52592,29.22683,86.75275
10.8,52.8175,34.14016,86.95766
10.85,48.12751,39.00913,87.13664
10.9,43.53619,43.75602,87.29221
10.95,39.10881,48.3183,87.42711
11,34.89566,52.6485,87.54416
11.05,30.93288,56.7132,87.64608
11.1,27.24392,60.49146,87.73538
11.15,23.84126,63.97308,87.81435
11.2,20.72837,67.15658,87.88495
11.25,17.90156,70.0473,87.94887
11.3,15.35177,72.65576,88.00753
11.35,13.06607,74.996,88.06207
11.4,11.02905,77.08441,88.11346
11.45,9.223834,78.93858,88.16241
11.5,7.632999,80.57652,88.20952
11.55,6.239218,82.01603,88.25525
11.6,5.025762,83.27417,88.29993
11.65,3.976851,84.36699,88.34384
11.7,3.077899,85.30926,88.38715
11.75,2.315667,86.11436,88.43002
11.8,1.678346,86.79421,88.47256
11.85,1.1556,87.35921,88.51482
11.9,0.7385674,87.81827,88.55684
11.95,0.4198507,88.17882,88.59867
12,0.1934855,88.44684,88.64033
12.05,0.05490973,88.6269,88.68181
12.1,0.0009318222,88.7222,88.72313
12.15,0.0297035,88.73458,88.76428
12.2,0.1406989,88.66457,88.80527
12.25,0.3347018,88.5114,88.8461
12.3,0.6138015,88.27296,88.88676
12.35,0.9813964,87.9459,88.9273
12.4,1.442205,87.52549,88.9677
12.45,2.00228,87.00573,89.00801
12.5,2.669029,86.37924,89.04827
12.55,3.451223,85.63732,89.08855
12.6,4.359006,84.76993,89.12894
12.65,5.403887,83.76568,89.16956
12.7,6.598698,82.61191,89.21061
12.75,7.957523,81.29475,89.25227
12.8,9.495576,79.79929,89.29487
12.85,11.229,78.10978,89.33878
12.9,13.1746,76.20988,89.38448
12.95,15.34943,74.08316,89.43259
13,17.77026,71.71362,89.48388
13.05,20.45289,69.08641,89.53931
13.1,23.41128,66.18878,89.60007
13.15,26.65642,63.01114,89.66756
13.2,30.19503,59.54847,89.7435
13.25,34.02808,55.80181,89.8299
13.3,38.149,51.78004,89.92904
13.35,42.54185,47.50167,90.04352
13.4,47.17948,42.99676,90.17624
13.45,52.02165,38.30856,90.33022
13.5,57.01364,33.49493,90.50857
13.55,62.08521,28.62915,90.71436
13.6,67.15044,23.79982,90.95027
13.65,72.10873,19.10975,91.21849
13.7,76.84694,14.67342,91.52036
13.75,81.24304,10.613,91.85604
13.8,85.17137,7.052994,92.22437
13.85,88.509,4.113586,92.62258
13.9,91.143,1.903302,93.0463
13.95,92.97807,0.5115153,93.48958
14,93.94352,0.001668704,93.94519
14.05,93.99895,0.4060003,94.40495
14.1,93.13786,1.72244,94.8603
14.15,91.38857,3.914206,95.30278
14.2,88.81254,6.912166,95.7247
14.25,85.49984,10.61969,96.11953
14.3,81.56278,14.91949,96.48227
14.35,77.12812,19.68151,96.80963
14.4,72.32899,24.77103,97.10002
14.45,67.29714,30.05627,97.35341
14.5,62.15655,35.41457,97.57112
14.55,57.01825,40.73718,97.75543
14.6,51.97721,45.93212,97.90932
14.65,47.11064,50.92555,98.03619
14.7,42.47786,55.66167,98.13954
14.75,38.12123,60.10154,98.22276
14.8,34.06784,64.22121,98.28905
14.85,30.33173,68.0096,98.34132
14.9,26.91616,71.46595,98.38211
14.95,23.81596,74.59767,98.41364
15,21.01961,77.41807,98.43768
15.05,18.51112,79.9447,98.45582
15.1,16.27161,82.19771,98.46931
15.15,14.28057,84.19859,98.47915
15.2,12.51686,85.96928,98.48615
15.25,10.95949,87.53143,98.49092
15.3,9.588087,88.90591,98.494
15.35,8.38335,90.11243,98.49577
15.4,7.327227,91.16931,98.49654
15.45,6.403061,92.0935,98.49656
15.5,5.595639,92.90034,98.49599
15.55,4.891181,93.60379,98.49497
15.6,4.27729,94.21633,98.49362
15.65,3.742886,94.74915,98.49203
15.7,3.278106,95.21214,98.49025
15.75,2.874213,95.61411,98.48833
15.8,2.523492,95.96281,98.48631
