Time,Kinetic Energy,Potential Energy,Total Energy
0,0,49,49
0.2,1.920308,47.0797,49.00001
0.4,7.647862,41.35407,49.00193
0.6,16.87271,32.13528,49.00799
0.8,28.45418,20.56253,49.01671
1,39.87999,9.139642,49.01963
1.2,47.54506,1.461551,49.00661
1.4,48.43464,0.5476279,48.98226
1.6,42.17737,6.789069,48.96644
1.8,31.31975,17.64966,48.96941
2,19.50961,29.47301,48.98262
2.2,9.580253,39.41419,48.99444
2.4,2.963265,46.03732,49.00058
2.6,0.113245,48.88901,49.00225
2.8,1.101045,47.90118,49.00223
3,5.91478,43.08866,49.00344
3.2,14.35242,34.65601,49.00842
3.4,25.53573,23.48128,49.01701
3.6,37.30741,11.71502,49.02243
3.8,46.22524,2.788438,49.01368
4,48.91983,0.07067303,48.99051
4.2,44.25576,4.715112,48.97087
4.4,34.18235,14.78718,48.96953
4.6,22.29063,26.69088,48.98151
4.8,11.72165,37.27271,48.99437
5,4.231735,44.77018,49.00191
5.2,0.4532099,48.55121,49.00442
5.4,0.5077571,48.49677,49.00453
5.6,4.397563,44.6076,49.00517
5.8,11.99887,37.01021,49.00908
6,22.65701,26.3601,49.01711
6.2,34.56494,14.4594,49.02433
6.4,44.5257,4.494091,49.01979
6.6,48.9547,0.04429678,48.99899
6.8,46.00808,2.968431,48.97652
7,36.9425,12.02797,48.97047
7.2,25.15883,23.82158,48.98042
7.4,14.05171,34.94225,48.99395
7.6,5.722477,43.28045,49.00293
7.8,1.020189,47.98628,49.00647
8,0.1410896,48.86581,49.0069
8.2,3.101047,45.90609,49.00714
8.4,9.830032,39.18001,49.01004
8.6,19.85757,29.15965,49.01722
8.8,31.70823,17.31729,49.02552
9,42.48935,6.535464,49.02481
9.2,48.53728,0.4700722,49.00735
9.4,47.38898,1.594255,48.98323
9.6,39.54455,9.42786,48.97241
9.8,28.07586,20.90362,48.97948
10,16.55367,32.43956,48.99323
10.2,7.431591,41.57203,49.00362
10.4,1.814282,47.19403,49.00832
10.6,0.001481138,49.00776,49.00924
10.8,2.028402,46.98085,49.00925
11,7.859754,41.15153,49.01128
11.2,17.17148,31.84599,49.01747
11.4,28.79094,20.23527,49.02621
11.6,40.16585,8.862948,49.0288
11.8,47.67819,1.337108,49.0153
12,48.36127,0.6296174,48.99089
12.2,41.932,7.043537,48.97554
12.4,30.99792,17.98106,48.97898
12.6,19.20613,29.78616,48.99229
12.8,9.35304,39.65093,49.00397
13,2.835201,46.17477,49.00997
13.2,0.08929874,48.92226,49.01156
13.4,1.181565,47.82996,49.01152
13.6,6.098315,42.91449,49.0128
13.8,14.62728,34.39062,49.01791
14,25.86318,23.16334,49.02652
14.2,37.60917,11.42255,49.03172
14.4,46.39988,2.62261,49.02248
14.6,48.89764,0.1014821,48.99912
14.8,44.04932,4.930557,48.97987
15,33.87607,15.10296,48.97903
15.2,21.9824,27.00882,48.99121
15.4,11.47795,37.52603,49.00398
15.6,4.081922,44.92944,49.01136
15.8,0.4048983,48.60888,49.01377
16,0.5617094,48.45215,49.01386
16.2,4.553138,44.46141,49.01455
16.4,12.24839,36.77018,49.01857
16.6,22.97063,26.05603,49.02666
16.8,34.87549,14.15824,49.03373
17,44.73566,4.293081,49.02874
17.2,48.98239,0.02524217,49.00763
17.4,45.84438,3.141028,48.98541
17.6,36.65735,12.32254,48.97989
17.8,24.85023,24.13988,48.99011
18,13.79406,35.20954,49.0036
18.2,5.552335,43.4601,49.01244
18.4,0.9485916,48.06727,49.01587
18.6,0.1695166,48.84674,49.01626
18.8,3.229301,45.78723,49.01653
19,10.05336,38.96619,49.01955
19.2,20.15371,28.87314,49.02685
19.4,32.02103,17.01404,49.03506
19.6,42.72794,6.306045,49.03399
19.8,48.61225,0.403881,49.01613
