Time,Kinetic Energy,Potential Energy,Total Energy
0,0,49,49
0.05,0.12005,48.7599,48.87995
0.1,0.4801943,48.27973,48.75992
0.15,1.080364,47.55964,48.64
0.2,1.92027,46.60011,48.52038
0.25,2.999147,45.40232,48.40146
0.3,4.315391,43.96842,48.28381
0.35,5.866096,42.30221,48.16831
0.4,7.646513,40.40959,48.0561
0.45,9.649404,38.2993,47.9487
0.5,11.86436,35.98363,47.84799
0.55,14.27708,33.4791,47.75618
0.6,16.86863,30.80723,47.67586
0.65,19.6148,27.9951,47.6099
0.7,22.48555,25.0758,47.56135
0.75,25.44466,22.08869,47.53335
0.8,28.44963,19.07933,47.52895
0.85,31.45197,16.09899,47.55096
0.9,34.39783,13.20377,47.6016
0.95,37.22916,10.45321,47.68238
1,39.88529,7.908563,47.79385
1.05,42.30494,5.630455,47.9354
1.1,44.42867,3.676457,48.10512
1.15,46.20139,2.098391,48.29978
1.2,47.57508,0.9397799,48.51487
1.25,48.51127,0.2335161,48.74479
1.3,48.98305,4.210867E-05,48.98309
1.35,48.97669,0.2461791,49.22287
1.4,48.49238,0.9647332,49.45712
1.45,47.54422,2.134915,49.67914
1.5,46.15942,3.723528,49.88295
1.55,44.37677,5.686804,50.06357
1.6,42.24448,7.972725,50.21721
1.65,39.81779,10.52361,50.3414
1.7,37.15624,13.27876,50.435
1.75,34.32111,16.17699,50.4981
1.8,31.37301,19.1588,50.53181
1.85,28.36993,22.16821,50.53814
1.9,25.36558,25.15407,50.51965
1.95,22.40829,28.07101,50.4793
2,19.5404,30.87984,50.42023
2.05,16.79796,33.5476,50.34555
2.1,14.21085,36.04736,50.25821
2.15,11.80314,38.35779,50.16093
2.2,9.593631,40.46245,50.05608
2.25,7.596507,42.34917,49.94568
2.3,5.822087,44.0093,49.83138
2.35,4.277533,45.43699,49.71452
2.4,2.967539,46.62851,49.59604
2.45,1.894968,47.5817,49.47667
2.5,1.061397,48.29544,49.35684
2.55,0.467575,48.76926,49.23684
2.6,0.1137821,49.00301,49.11679
2.65,8.402109E-05,48.99665,48.99674
2.7,0.126486,48.7502,48.87669
2.75,0.4929816,48.26367,48.75665
2.8,1.099498,47.53724,48.63673
2.85,1.945739,46.5714,48.51714
2.9,3.030921,45.36731,48.39824
2.95,4.353411,43.92723,48.28064
3,5.910264,42.25495,48.16521
3.05,7.696671,40.35645,48.05312
3.1,9.705322,38.24057,47.94589
3.15,11.92571,35.91966,47.84538
3.2,14.34343,33.41041,47.75384
3.25,16.9394,30.73446,47.67387
3.3,19.68928,27.91904,47.60832
3.35,22.56286,24.99741,47.56026
3.4,25.52375,22.00911,47.53286
3.45,28.5293,18.99984,47.52914
3.5,31.53086,16.02101,47.55186
3.55,34.47445,13.12883,47.60328
3.6,37.30193,10.38295,47.68488
3.65,39.95258,7.84458,47.79716
3.7,42.36515,5.57433,47.93948
3.75,44.48027,3.629644,48.10991
3.8,46.24302,2.062165,48.30518
3.85,47.60559,0.9151525,48.52074
3.9,48.52977,0.2211922,48.75096
3.95,48.98902,0.0003785673,48.9894
4,48.96996,0.2591649,49.22913
4.05,48.47314,0.9899892,49.46313
4.1,47.51302,2.171717,49.68474
4.15,46.11715,3.770845,49.888
4.2,44.32459,5.743357,50.06795
4.25,42.18378,8.037041,50.22082
4.3,39.7501,10.59411,50.34421
4.35,37.08316,13.35383,50.43699
4.4,34.24427,16.25504,50.49931
4.45,31.294,19.23828,50.53228
4.5,28.29022,22.2477,50.53792
4.55,25.28651,25.23229,50.51881
4.6,22.33107,28.14685,50.47792
4.65,19.46606,30.95233,50.4184
4.7,16.72738,33.61596,50.34334
4.75,14.14474,36.11097,50.2557
4.8,11.74206,38.41615,50.1582
4.85,9.537999,40.51517,50.05317
4.9,7.546651,42.39601,49.94266
4.95,5.778234,44.05005,49.82828
5,4.239835,45.47153,49.71136
5.05,2.936093,46.65675,49.59285
5.1,1.86983,47.60361,49.47345
5.15,1.042595,48.31101,49.35361
5.2,0.4551222,48.77848,49.2336
5.25,0.1076816,49.00586,49.11354
5.3,0.0003361223,48.99315,48.99349
5.35,0.1330907,48.74035,48.87344
5.4,0.5059384,48.24747,48.75341
5.45,1.118803,47.51468,48.63348
5.5,1.971379,46.54252,48.5139
5.55,3.062865,45.33216,48.39502
5.6,4.391601,43.88587,48.27747
5.65,5.954599,42.20751,48.16211
5.7,7.746992,40.30313,48.05012
5.75,9.761395,38.18164,47.94303
5.8,11.98721,35.85553,47.84274
5.85,14.40991,33.34157,47.75148
5.9,17.01029,30.66156,47.67185
5.95,19.76386,27.84288,47.60674
6,22.64024,24.91895,47.55919
6.05,25.60288,21.92949,47.53238
6.1,28.60898,18.92034,47.52932
6.15,31.60971,15.94306,47.55277
6.2,34.55099,13.05399,47.60498
6.25,37.37458,10.3128,47.68738
6.3,40.01971,7.780765,47.80048
6.35,42.42516,5.518411,47.94357
6.4,44.53162,3.583079,48.1147
6.45,46.28435,2.026211,48.31056
6.5,47.63576,0.8908249,48.52658
6.55,48.54792,0.2091898,48.75711
6.6,48.99462,0.001052182,48.99567
6.65,48.96284,0.2724945,49.23534
6.7,48.45351,1.015589,49.4691
6.75,47.48145,2.20885,49.6903
6.8,46.07453,3.818472,49.893
6.85,44.27209,5.800188,50.07227
6.9,42.12279,8.10161,50.2244
6.95,39.68215,10.66483,50.34698
7,37.00988,13.42909,50.43897
7.05,34.16727,16.3332,50.50047
7.1,31.21486,19.31783,50.53269
7.15,28.21041,22.32722,50.53764
7.2,25.20739,25.31052,50.51791
7.25,22.25383,28.22267,50.47651
7.3,19.39174,31.02479,50.41653
7.35,16.65683,33.68427,50.3411
7.4,14.07868,36.1745,50.25317
7.45,11.68104,38.47439,50.15543
7.5,9.482451,40.56778,50.05023
7.55,7.496893,42.44271,49.9396
7.6,5.73449,44.09066,49.82515
7.65,4.202257,45.50592,49.70818
7.7,2.904777,46.68487,49.58965
7.75,1.84483,47.6254,49.47023
7.8,1.02394,48.32645,49.35039
7.85,0.4428231,48.78756,49.23038
7.9,0.1017422,49.00859,49.11033
7.95,0.0007569034,48.98952,48.99028
8,0.1398717,48.73036,48.87024
8.05,0.5190789,48.23113,48.75021
8.1,1.138299,47.492,48.63029
8.15,1.997217,46.5135,48.51072
8.2,3.095014,45.29686,48.39187
8.25,4.430001,43.84437,48.27437
8.3,5.999148,42.15993,48.15908
8.35,7.79753,40.24967,48.0472
8.4,9.817685,38.12257,47.94025
8.45,12.04892,35.79125,47.84017
8.5,14.4766,33.27259,47.74919
8.55,17.08138,30.58854,47.66991
8.6,19.83861,27.76661,47.60522
8.65,22.71778,24.84042,47.5582
8.7,25.68215,21.8498,47.53196
8.75,28.68876,18.84081,47.52956
8.8,31.68863,15.86513,47.55376
8.85,34.62756,12.97919,47.60675
8.9,37.4472,10.24275,47.68996
8.95,40.08677,7.717094,47.80387
9,42.48505,5.462687,47.94774
9.05,44.58283,3.536747,48.11958
9.1,46.3255,1.990537,48.31604
9.15,47.66572,0.8668066,48.53252
9.2,48.56584,0.1975161,48.76336
9.25,48.99997,0.002063111,49.00204
9.3,48.95547,0.2861587,49.24163
9.35,48.43363,1.041506,49.47514
9.4,47.44964,2.24628,49.69592
9.45,46.03169,3.866363,49.89806
9.5,44.2194,5.857243,50.07664
9.55,42.06165,8.166357,50.22801
9.6,39.6141,10.7357,50.3498
9.65,36.93653,13.50444,50.44097
9.7,34.09024,16.41144,50.50168
9.75,31.13572,19.39743,50.53315
9.8,28.13065,22.40675,50.5374
9.85,25.12834,25.38872,50.51706
9.9,22.17669,28.29842,50.47511
9.95,19.31754,31.09716,50.4147
10,16.58643,33.75247,50.3389
10.05,14.01277,36.2379,50.25067
10.1,11.62018,38.53252,50.15271
10.15,9.427076,40.62027,50.04734
10.2,7.447312,42.48928,49.93659
10.25,5.690926,44.13114,49.82206
10.3,4.164859,45.54016,49.70502
10.35,2.873639,46.71281,49.58645
10.4,1.820007,47.64701,49.46702
10.45,1.00546,48.34171,49.34717
10.5,0.4306971,48.79647,49.22717
10.55,0.09597345,49.01115,49.10712
10.6,0.0013459,48.98573,48.98707
10.65,0.1468184,48.72021,48.86703
10.7,0.5323825,48.21462,48.747
10.75,1.157955,47.46914,48.62709
10.8,2.023212,46.48432,48.50753
10.85,3.127316,45.2614,48.38872
10.9,4.468549,43.80271,48.27126
10.95,6.043839,42.11221,48.15605
11,7.848203,40.19609,48.04429
11.05,9.874101,38.06342,47.93752
11.1,12.11075,35.72689,47.83764
11.15,14.54338,33.20355,47.74693
11.2,17.15254,30.51546,47.66801
11.25,19.91343,27.69032,47.60374
11.3,22.79535,24.76186,47.55721
11.35,25.76143,21.77015,47.53158
11.4,28.76851,18.76135,47.52986
11.45,31.76749,15.78729,47.55478
11.5,34.70403,12.90452,47.60855
11.55,37.5197,10.17288,47.69258
11.6,40.15366,7.653631,47.80729
11.65,42.54473,5.407204,47.95193
11.7,44.63379,3.490693,48.12448
11.75,46.36637,1.955163,48.32153
11.8,47.69536,0.8431073,48.53847
11.85,48.58342,0.186176,48.76959
11.9,49.00498,0.003411333,49.00839
11.95,48.94775,0.3001574,49.24791
12,48.41343,1.067747,49.48117
12.05,47.41753,2.284013,49.70154
12.1,45.98857,3.914535,49.90311
12.15,44.16647,5.914554,50.08102
12.2,42.00031,8.231331,50.23164
12.25,39.54588,10.80674,50.35262
12.3,36.86304,13.57994,50.44298
12.35,34.01311,16.48979,50.5029
12.4,31.05652,19.47708,50.53361
12.45,28.05086,22.48632,50.53718
12.5,25.0493,25.46692,50.51622
12.55,22.0996,28.37416,50.47375
12.6,19.2434,31.16949,50.4129
12.65,16.51611,33.82063,50.33674
12.7,13.94697,36.30125,50.24822
12.75,11.55945,38.5906,50.15004
12.8,9.371833,40.67268,50.04452
12.85,7.397871,42.53576,49.93363
12.9,5.647509,44.17149,49.819
12.95,4.127613,45.5743,49.70192
13,2.842658,46.74065,49.58331
13.05,1.795344,47.66851,49.46386
13.1,0.9871418,48.35687,49.34401
13.15,0.4187354,48.80527,49.22401
13.2,0.0903712,49.01359,49.10396
13.25,0.002103532,48.98182,48.98392
13.3,0.1539358,48.70994,48.86388
13.35,0.5458592,48.198,48.74386
13.4,1.177787,47.44618,48.62397
13.45,2.049384,46.45503,48.50441
13.5,3.159797,45.22582,48.38562
13.55,4.507277,43.76094,48.26821
13.6,6.088708,42.06435,48.15306
13.65,7.89905,40.14235,48.0414
13.7,9.930687,38.00409,47.93478
13.75,12.17274,35.66237,47.83511
13.8,14.61032,33.13436,47.74467
13.85,17.22384,30.44226,47.6661
13.9,19.98836,27.6139,47.60226
13.95,22.87301,24.68323,47.55624
14,25.84076,21.69044,47.5312
14.05,28.84829,18.68187,47.53016
14.1,31.84633,15.70949,47.55582
14.15,34.78043,12.82995,47.61038
14.2,37.59208,10.10313,47.69522
14.25,40.22039,7.590339,47.81073
14.3,42.60421,5.351938,47.95615
14.35,44.68449,3.44489,48.12938
14.4,46.40696,1.920071,48.32703
14.45,47.7247,0.8197185,48.54442
14.5,48.60067,0.1751636,48.77583
14.55,49.00964,0.005097623,49.01474
14.6,48.93969,0.3144933,49.25418
14.65,48.39286,1.094315,49.48718
14.7,47.38507,2.32205,49.70712
